Nama;Kegiatan;Kecamatan;Alamat;kategori;lat;lng
Kedai Makanan Mbah Yam;Menjual Nasi Sayur ;Serengan ;Kratonan;Kuliner;-7.580444;110.8187192
Gorengan Ibu Ne Gogon;Menjual Aneka Gorengan ;Serengan ;"Indomaret Veteran 
Kratonan Rt 04 Rw 01 ";Kuliner;-7.5815949;110.8188123
Kedai Makan Mbak Sumeh;Menjual Mie Toprak, Selat, Sop Matahari, Brambang Asem;Serengan ;Kratonan;Kuliner;-7.5801265;110.8188856
Sosis Dan Sate Koyor;Jual Sosis Basah,Koyor;Pasar Kliwon;Yosodipuran;Kuliner;-7.5751274;110.8329588
Surati;Menjual Minuman Dan Es;Pasar Kliwon;Jl.Mayor Sunaryo;Kuliner;-7.572696;110.8299028
Penjahit Sugiyanto;Menjahit Kian Menjadi Baju, Celana Sesuai Pesanan;Banjarsari;Jln Merapi 2 Rt03 Rw19;Fashion;-7.5497833;110.828685
Karak Solo Riska Q;Membuat Karak Dan Menjualnya;Banjarsari;Kragilan Rt01 Rw12;Kuliner;-7.5369168;110.8280182
Toko Baju Arsen;Menjual Celana Dan Jaket;Jebres;Petoran;Fashion;-7.5631265;110.8481553
Warung Barokah;Penyediaan Makanan Dan Minuman;Jebres;Petoran ;Kuliner;-7.5628043;110.847745
Sakinah;Menjual Aneka Makanan;Banjarsari;Kios Terminal Tirtonadi;Kuliner;-7.551786816755589;110.81857722107812
Warung Makan Bu Warni;Menjual Aneka Makanan;Banjarsari;Kios Terminal Tirtonadi;Kuliner;-7.551786816755589;110.81857722107812
Warung Makan Sulaiman;Menjual Aneka Makanan;Banjarsari;Kios Terminal Tirtonadi;Kuliner;-7.551786816755589;110.81857722107812
Rumah Makan Barokah;Menjual Aneka Makanan;Banjarsari;Kios Terminal Tirtonadi;Kuliner;-7.551786816755589;110.81857722107812
Warung Makan Handayani;Menjual Makanan Dan Minuman;Banjarsari;Kios Terminal Tirtonadi;Kuliner;-7.551786816755589;110.81857722107812
Warung Makan Bu Karti;Menjual Aneka Masakan;Banjarsari;Kios Terminal Tirtonadi;Kuliner;-7.551787650987616;110.81858842824094
Warung Makan Pak Roto;Menjual Aneka Makanan Dan Minuman;Banjarsari;Kios Terminal Tirtonadi;Kuliner;-7.551787650987616;110.81858842824094
Rm Bethany;Menjual Makanan Dan Minuman;Banjarsari;Kios Terminal Tirtonadi;Kuliner;-7.551787650987616;110.81858842824094
Kelontong Bethany;Menjual Aneka Makanan Dan Minuman;Banjarsari;Kios Terminal Tirtonadi;Lain-lain;-7.5517854435239045;110.81858693217443
Toko Oleh Oleh Bu Warno;Menjual Aneka Oleh Oleh;Banjarsari;Kios Terminal Tirtonadi;Kuliner;-7.551779745794118;110.81858248550976
Sate Bebek Bu Muslimah;Menjual Sate Ati Ambla Bebek;Pasar Kliwon;Semanggi;Kuliner;-7.5836367;110.8371484
Toko Sinar Sewu;Menjual Orderdil Sepeda Motor, Kampas, Oli, Gerset;Jebres;Jl Tangkuban Perahu 47 Kismorejo ;Lain-lain;-7.5389874;110.8427552
Murwani Jahit;Menerima Jahitan Pakaian;Jebres;Kepatihan Kulon;Fashion;-7.5625241;110.8307675
Tambal Ban Widi;Jasa Tambal Ban ;Jebres;"Jl. Abdul Muis(Depan Rm. Timlo Sastro) 
Kepatihan Kulon";Lain-lain;-7.5633937;110.8286442
"Kos"" An Xelnio";Rumah Kos;Laweyan;Purwonegaran ;Lain-lain;-7.5661744;110.8127608
Watung Mbak Wiwik;Warung Makan Dan Minum;Pasar Kliwon;Kampung Sewu ;Kuliner;-7.573123;110.8409571
Beras Uti Nuk;Menjual Beras;Serengan ;Kemlayan;Lain-lain;-7.4958242;110.8066789
Kelontong Moro Mantep;Menjual Sembako;Laweyan;Panularan;Lain-lain;-7.4956532;110.8065864
Es Degan Pak Amat;Menjual Minuman;Serengan ;Tipes;Kuliner;-7.4956688;110.8066957
Kedai Kopi Babayo;Menjual Kopi;Laweyan;Panularan;Kuliner;-7.4958552;110.8068761
Penjahit Busana Remaja;Menjahit Pakaian;Laweyan;Panularan;Fashion;-7.4956391;110.8065073
Farah Tupperware;Menjual Tupperware;Serengan ;Tipes;Lain-lain;-7.4957755;110.8065837
Warung Bu Imah;Menjual Sembako;Laweyan;Panularan;Lain-lain;-7.4956604;110.8065811
Lotis Dan Rujak;Menjual Rujak;Laweyan;Panularan;Kuliner;-7.495688;110.8066845
Warung Garasi;Menjual Sembako;Laweyan;Panularan;Lain-lain;-7.495637;110.8065862
Kedai Minum Mila;Menjual Minuman;Laweyan;Panularan;Kuliner;-7.4956883;110.806655
Wahyuni;Menjual Makanan;Laweyan;Panularan;Kuliner;-7.4956283;110.8067115
Warung Biru;Menjual Aneka Minuman;Jebres;Pucangsawit;Kuliner;-7.5674122;110.8570526
Rumah Biting Jauza;Memproduksi Dan Menjual Mie Lidi;Jebres;Pucangsawit;Kuliner;-7.5670878;110.8566962
Kios Tanaman Hias Bunga Sari;Menjual Tanaman Hias;Jebres;Pucangsawit;Lain-lain;-7.5683171;110.8595972
Tanaman Hias Kios 6;Menjual Tanaman Hias, Pot Bunga Serta Perlengkapan Air Mancur;Jebres;Pucangsawit;Lain-lain;-7.5683611;110.8595491
Juice Putra Zahra;Jualan Es Juice;Pasar Kliwon;Mojo;Kuliner;-7.5872517;110.8342376
Toko Kelontong Bu Sumarni;Menjual Kebutuhan Sembako Serta Alat Tulis;Jebres;Pucangsawit;Lain-lain;-7.5662085;110.8555336
Salon Tiara;Menjalankan Jasa Salon Dan Tata Rias Rambut;Jebres;Pucangsawit;Lain-lain;-7.5654163;110.8558814
Wedangan Mas Firgi;Menjual Nasi Bungkus Aneka Minumaan Dan Makanan Kecil;Pasar Kliwon;Semanggi;Kuliner;-7.5841454;110.8358344
Snack Via;Membuat Snack Prastel, Sosis, Ager2, Dll;Pasar Kliwon;Semanggi;Kuliner;-7.5811172;110.8348443
Sehatea;Jual Es Teh Di Bazaar;Pasar Kliwon;Semanggi;Kuliner;-7.5810034;110.8350228
Toko Kelontong Sinawung;Jual Sembako, Makanan Ringan, Minuman;Pasar Kliwon;Semanggi;Lain-lain;-7.5806867;110.8347468
Warung Beras Pak Ali;Menjual Sembako (Beras) ;Banjarsari;Kestalan;Lain-lain;-7.5606402;110.8232486
Harsini;Membuat Pakaian;Jebres;Ngaglik Rt 05 Rw 12 Mojosongo;Fashion;-7.539424;110.8362596
Laundry Bu Sumiyem;Menyediakan Jasa Mencuci Dan Setrika Pakaian Secara Manual Di Rumah;Jebres;Petoran;Lain-lain;-7.558406805555555;110.84728238888889
Meja Dan Kaca Rias Pak Basuki;Membuat Pigura Lukisan, Kaca Cermin, Meja Kecil;Jebres;Meja Dan Kaca Rias Pak Basuki;Kriya;-7.559597;110.84775541666667
Kue Jajan Pasar Bu Dyah Eni;Membuat Snack / Keleman;Jebres;Petoran;Kuliner;-7.558406805555555;110.84728238888889
Wedangan Pak Pudi;Menjual Makanan Dan Minuman Di Kedai;Jebres;Petoran;Kuliner;-7.560534027777778;110.84709166666667
Tenongan Bu Harni;Membuat Aneka Makanan Tenongan Dan Aneka Nasi Untuk Pasokan Para Pedagang Tenongan.;Jebres;Ngoresan ;Kuliner;-7.5541086;110.8594131
Warung Bu Har Sop Matahari Dan Ayam Kremes;Menjual Aneka Makanan Nasi Sayur Dll;Jebres;Ngoresan;Kuliner;-7.5544131;110.8585601
Es Degan Mas Jum;Menjual Es Degan Dan Nasi Aayur;Jebres;Ngoresan;Kuliner;-7.554473;110.8583529
Kanaya Loundry;Mencuci Pakaian Para Pelanggan;Jebres;Ngoresan;Lain-lain;-7.5525811;110.861258
Warung Makan Prasmanan;Menjual Nasi Sayur Dan Aneka Minuman;Jebres;Ngoresan ;Kuliner;-7.5540463;110.8640757
Nasi Sayur Bu Tini;Menjual Aneka Makanan Dan Minuman;Jebres;Petoran;Kuliner;-7.5639865;110.8477331
Zahra Peyek;Membuat Rempeyek Dari Kacang Dan Ikan Asin;Jebres;Ngoresan;Kuliner;-7.554122;110.8618802
Toko Berkah Jaya;Menjual Aneka Kebutuhan Rumah Tangga Atau Keperluan Sehari Hari Atau Barang Kelontong;Jebres;Petoran;Lain-lain;-7.5639865;110.8477331
Warung Makan Ika;Menjual Nasi Sayur Dan Aneka Minuman Dan Disediakan Tempat Untuk Makan Di Tempat;Jebres;Ngoresan;Kuliner;-7.5506298;110.8606141
Doken Collection;Beli Bhn Kain Batik Textil Ukur Pola Potong Jahit Kemas Label Jual;Pasar Kliwon;Sawahan Sangkrah;Fashion;-7.5802021;110.8413186
Gust Collection;Beli Bhn Kain Batik Perca. Ukur Potong Jahit  Kemas Jual ;Pasar Kliwon;Sawahan Sangkrah;Fashion;-7.5790468;110.8418011
Galeri Kecil Udin Nyleneh;Bembuat Desain Menrt Pesanan Proses Kirim Ambil Konsumen;Pasar Kliwon;Sawahan Sangkrah;Desain;-7.5790457;110.8418014
Dawet Jawa Bulek Budi;Menjual Dawet;Pasar Kliwon;Sawahan Rt 01 / Rw 10;Kuliner;-7.5795876;110.8394942
Wedangan;Menjual Makanan Dan Minuman;Pasar Kliwon;Sawahan Sangkrah Rt 05 / Rw 10;Kuliner;-7.5793672;110.8410859
Berkat Laundry;Pakaian Kotor;Pasar Kliwon;Sawahan Sangkrah;Lain-lain;-7.5790454;110.8418014
Dapur Bu Achees;Menjual Soto Dan Lauk Pauk Di Warung;Pasar Kliwon;Sangkrah Rt 01 / Rw 01;Kuliner;-7.5755442;110.8382869
Prastel;Membuat Dan Menjual Prastel;Pasar Kliwon;Sangkrah Rt 01 / Rw 01;Kuliner;-7.5751051;110.8381112
Sayur Segar Mbak Merry;Menjual Aneka Sayuran Segar/Bumbu Dapur;Pasar Kliwon;Pasar Sangkrah;Lain-lain;-7.5752606;110.8359551
Nasi Bandeng/Lombok Ijo Mb Darsi;Memasak Nasi Juga Lauk(Bandeng Sambel/Lombok Ijo)Menyediakan Sarapan Nasi Bungkus (Pagi);Pasar Kliwon;Sangkrah Rt 2/6;Kuliner;-7.5765109;110.8368767
Sayur Matang / Latengan;Mengolah Berbagai Masakan ;Pasar Kliwon;Sangkrah Rt 06 Rw 10;Kuliner;-7.57903;110.839105
Toko Kelontong;Menjual Aneka Sembako Dan Gas Elpiji Melon;Banjarsari;Praon;Lain-lain;-7.547873;110.81512869444444
Ambon Cell;Melayani Pembelian Pulsa Reguler, Kuota Internet, Pembayaran Listrik Dll Dan Servis Handphone.;Banjarsari;Praon;Digital;-7.548060194444444;110.81748019444444
Arizona Laundry;Jasa Laundry;Banjarsari;Praon;Lain-lain;-7.547571777777778;110.81489769444444
Warung Kelontong Bu Suriptinah;Menjual Perlengkapan Sehari-Hari;Pasar Kliwon;Pasar Klewer Blok C 06;Lain-lain;-7.575483333333334;110.82655
Wedang Ronde;Menjual Minuman;Pasar Kliwon;Pasar Klewer Lt.4 Kuliner;Kuliner;-7.575483333333334;110.82655
Alya Ramlan Collection;Menjual Pakaian;Pasar Kliwon;Pasar Klewer Blok E 37;Fashion;-7.575597222222222;110.82665833333333
Sembako Bu Suratinah;Menjual Makanan Dan Sembako;Laweyan;Panularan;Lain-lain;-7.5746431;110.8064061
Bengkel Motor;Reparasi Sepeda Motor;Pasar Kliwon;Semanggi Rt 003 Rw 007;Lain-lain;-7.5850337;110.8354632
Kios Pakain Riyani;Menjual Berbagai Macam Jenis Pakaian Dewasa Dan Anak Anak;Jebres;Kios Pasar Rejosari Blok Aa 02;Fashion;-7.5630291;110.8382654
Kios Pakaian Devi;Menjual Berbagai Macam Jenis Pakaian Dewasa Dan Anak Anak;Jebres;Kios Pasar Rejosari Blok Bb 06;Fashion;-7.5630557;110.8383044
Toko Kelontong Bu Sugiyarni;Menjual Aneka Kebutuhan Rumah Tangga ( Sembako );Banjarsari;Bibis Kulon ;Lain-lain;-7.5536585;110.8313744
Soto Ayam Bu Sum;Menjual Nasi Soto;Pasar Kliwon;Pasar Klewer  J1 Lt 4;Kuliner;-7.575141666666667;110.82601944444444
Es Thegan;Menjual Kelapa Muda;Pasar Kliwon;Gajahan;Kuliner;-7.582083333333333;110.82538055555555
Bakso Bakar Pak Yat;Menjual Bakso Bakar;Pasar Kliwon;Gajahan;Kuliner;-7.580455555555556;110.82322777777777
Bakso Goreng Aluna;Menjual Makanan;Laweyan;Panularan;Kuliner;-7.4957129;110.8066037
Aneka Kue Basah Ibu Azizah;Menjual Aneka Kue Basah;Pasar Kliwon;Jln Untung Suropati 92;Kuliner;-7.5784337;110.8347452
Penjahit Inung;Menjahit Mukena;Pasar Kliwon;Gurawan ;Fashion;-7.5836004;110.8278615
Toko Kelontong Ida;Menjual Kebutuhan Rumah Tangga;Pasar Kliwon;Gurawan ;Lain-lain;-7.5830476;110.8289668
Ayam Bakar Agung Jaya;Menjual Ayam Bakar;Pasar Kliwon;Joyosuran;Kuliner;-7.5843192;110.8278342
Sumsum Mila;Menjual Bubur Tepung;Pasar Kliwon;Trunosuran;Kuliner;-7.5778613;110.8314493
Warung Pecel;Menjual Aneka Masakan;Pasar Kliwon;Trunosuran;Kuliner;-7.5779008;110.8316418
Java Arloji;Menjual Arloji;Pasar Kliwon;Gurawan;Lain-lain;-7.5837962;110.8267004
Warung Mbah Min;Menjual Minuman Dan Chiki2 Jajanan Anak;Laweyan;Karangasem;Kuliner;-7.5522887;110.7822705
Warung Bakmi Palugunan;Menjual Masakan;Pasar Kliwon;Mertodranan ;Kuliner;-7.5776829;110.8338819
Kios Sembako Berkah;Menjual Kebutuhan Pokok Rumah Tangga;Pasar Kliwon;Gurawan;Lain-lain;-7.5838889;110.8265981
Penjahit Bu Enggar;Menjahit Pakaian;Laweyan;Panularan ;Fashion;-7.5746864;110.8063867
Kios Bu Titik;Menjual Kebutuhan Rumah Tangga;Pasar Kliwon;Gurawan;Lain-lain;-7.5837108;110.826531
Penjahit Meita;Membuat Pakaian;Laweyan;Panularan;Fashion;-7.5746939;110.8063867
Yhant Reklame;Membuat Neon Box, Reklame, Spanduk ;Pasar Kliwon;Kampungbaru ;Desain;-7.5715797;110.8282569
Kios Pakaian;Menjual Berbagai Jenis Pakaian Jadi Dewasa ;Jebres;Kios Pasar Rejosari C.05;Fashion;-7.5630430833333335;110.8383255
Kios Plastik Dan Bahan Roti Bagus;Menjual Bahan Roti;Pasar Kliwon;Gurawan ;Lain-lain;-7.583599;110.8263178
Kios Pakaian;Menjual Berbagai Macam Pakaian ;Jebres;Kios Pasar Rejosari Blok C.02;Fashion;-7.563179944444444;110.83825683333333
Kelontong Saliyati;Menjual Bahan Makanan Pokok;Pasar Kliwon;Gurawan;Lain-lain;-7.5833885;110.8266227
Usaha Beras Pak Mulyoto;Menjual Beras;Pasar Kliwon;Gurawan;Lain-lain;-7.5835583;110.8267969
Jual Ayam Pak Anton;Menjual Ayam;Pasar Kliwon;Gurawan ;Lain-lain;-7.5835803;110.8266942
Kios Sayuran;Menjual Berbagai Macam Sayuran Segar ;Jebres;Kios Pasar Rejosari Blok J.14;Lain-lain;-7.563206222222222;110.83825683333333
Toko Kelontong Bu Tun;Jualan Gula, Gandum, Mie, Minyak, Aneka Jajanan ;Banjarsari;Bibis Kulon ;Lain-lain;-7.5540754;110.8312265
Warung Bu Amik;Menjual Keb Sehari Hari;Laweyan;Karangasem;Lain-lain;-7.5479705;110.7828627
Nasi Sayur Pak Jo;Menjual Nasi Sayur;Laweyan;Selter Pdam;Kuliner;-7.5489202;110.7841721
Sate Kambing Pak Man;Menjual Sate Kambing;Laweyan;Karangasem;Kuliner;-7.5501464;110.7834747
Wedangan Ngisor Tower;Menjual Wedangan/Angkringan;Laweyan;Karangasem;Kuliner;-7.549043;110.780963
Toko Sembako Jaya;Menjual Sembako;Laweyan;Karangasem;Lain-lain;-7.5552987;110.7796701
Ayam Nakar Lestari;Menjual Ayam Bakar;Laweyan;Karangasem ( Selter );Kuliner;-7.5478918;110.7828325
Es Degan Mbak Ika;Menjual Muniman Es Degan;Laweyan;Karangasem;Kuliner;-7.5477542;110.7828474
Warung Sayur Pak Dimin;Menjual Sayur Dan Sembako;Laweyan;Karangasem;Lain-lain;-7.5507417;110.7830979
Kost 27;Kost Kostan 15 Kamar;Laweyan;Karangasem ;Lain-lain;-7.5499343;110.7812947
Toko Cyfro;Menjual Snack Makanan Kiloan;Laweyan;Karangasem;Kuliner;-7.5571321;110.7790737
Toko Obras Daliman;Menjual Alat Untuk Keperluan Penjahit;Laweyan;Karangasem;Lain-lain;-7.5520799;110.779398
Fandi Yulianto;Warung Makan;Laweyan;Karangasem ;Kuliner;-7.5549599;110.7814185
Usaha Sambel Mbak Yuli;Membuat Sambal Dirumah;Pasar Kliwon;Mojo;Kuliner;-7.5886753;110.8301903
Tailor Hartini;Menjahit Pakaian Dirumah;Pasar Kliwon;Mojo;Fashion;-7.5886804;110.8301898
Nasi Bungkus Mbak Lanjar;Membuat Nasi Bungkus Dirumah;Pasar Kliwon;Mojo;Kuliner;-7.5894847;110.8394593
Kue Leker;Tepung Telor Air Di Cmpur .Meses Pisang Air Untuk Isinya Dimasak Dengan Mangkuk Tanah Jual;Pasar Kliwon;Sawahan Sangkrah;Kuliner;-7.5790454;110.8418027
Bubur Jagung Bang Zanky;Menjual Bubur Jagung;Pasar Kliwon;Sangkrah Rt 06 Rw 10;Kuliner;-7.5790782;110.8397098
Warung Wedangan Totok; Menjual Nasi Dan Lain Lain;Pasar Kliwon;Sawahan Rt 02 / Rw 10;Kuliner;-7.58049;110.8417717
Sablon (Priting )Batik;Beli Bhn Baku Kain Polos Putih Textil .Terima Pesanan Sesuai Permintaan Bikin Plankan  Motif Sablon Jemur Cuci Setor;Pasar Kliwon;Sawahan Sangkrah;Desain;-7.5790473;110.841801
Warung Sayur;Beli Bhn Sayur  Mayur Tahu Tempe Ikan Telur Dsb Olah Masak Sajikan Jual ;Pasar Kliwon;Sawahan Sangkrah;Kuliner;-7.5790453;110.8418011
Mbak Nur Widiyati(Grosir Snack);Menjual Grosir Aneka Snack(Chiki);Pasar Kliwon;Pasar Sangkrah;Kuliner;-7.5752667;110.8359383
Acc Teknik;Jasa Servis;Banjarsari;Pasar Bangunharjo;Lain-lain;-7.558435;110.8027622
Warung Bu Minuk;Menjual Aneka Makanan;Banjarsari;Kios Terminal Tirtonadi;Kuliner;-7.551782701747304;110.81857362800359
Rm Mbak Yani;Menjual Aneka Makanan;Banjarsari;Kios Terminal Tirtonadi;Kuliner;-7.5517852581125;110.81857286898577
Wm Bu Budi;Menjual Makanan;Banjarsari;Kios Terminal Tirtonadi;Kuliner;-7.551786816755589;110.81857722107812
Warung Makan Dan Oleh Oleh Pak Tejo;Menjual Aneka Makanan Dan Oleh Oleh;Banjarsari;Kios Terminal Tirtonadi;Kuliner;-7.551786816755589;110.81857722107812
Kios Pak Nur;Menjual Aneka Busana;Banjarsari;Kios Terminal Tirtonadi;Fashion;-7.551786816755589;110.81857722107812
Kios Prasojo;Menjual Aneka Barang Kebutuha;Banjarsari;Kios Terminal Tirtonadi;Lain-lain;-7.551786816755589;110.81857722107812
Oleh Oleh Pak Tejo;Menjual Barang Oleh Oleh;Banjarsari;Kios Terminal Tirtonadi;Lain-lain;-7.551786816755589;110.81857722107812
Sinden;Menjual Aneka Barang;Banjarsari;Kios Terminal Tirtonadi;Lain-lain;-7.551786816755589;110.81857722107812
Embong Game Store Souvenir;Menjual Aneka Souvenir;Banjarsari;Kios Terminal Tirtonadi;Lain-lain;-7.551784976481247;110.81858036096511
Warung Mbk Ifah;Menjual Aneka Kebutuhan;Banjarsari;Kios Terminal Tirtonadi;Lain-lain;-7.551784976481247;110.81858036096511
Toko Ifah;Menjual Oleh Oleh;Banjarsari;Kios Terminal Tirtonadi;Kuliner;-7.551784976481247;110.81858036096511
Toko Roti Karti;Menjual Aneka Roti;Banjarsari;Kios Terminal Tirtonadi;Kuliner;-7.551787859235725;110.81858883013894
Toko Oleh Oleh Bu Mul;Menjual Aneka Oleh Oleh;Banjarsari;Kios Terminal Tirtonadi;Kuliner;-7.551787650987616;110.81858842824094
Warno Cell;Menjual Pulsa;Banjarsari;Kios Terminal Tirtonadi;Digital;-7.551782311783596;110.81858254628058
Toko Klontong Bu Nik;Menjual Kebutuhan Rumah Tangga;Banjarsari;Kios Terminal Tirtonadi;Lain-lain;-7.551782311783596;110.81858254628058
Kue Serabi;Menjual Serabi;Pasar Kliwon;Lojiwetan;Kuliner;-7.572655;110.8298069
Es Dawet;Menjual Es Dawet;Pasar Kliwon;Jl.Mayor Sunaryo;Kuliner;-7.5727268;110.8299493
Aris Nuyadi;Menjual Kue Krepes;Pasar Kliwon;Lojiwetan;Kuliner;-7.5728206;110.8298169
Warung Klontong Dafa;Menjual Gas, Rokok, Bensin;Pasar Kliwon;Kedunglumbu;Lain-lain;-7.5770581;110.8362735
Toko Kelontong Bu Wiyati;Menjual Sembako Dirumah;Pasar Kliwon;Mojo;Lain-lain;-7.5887558;110.8301553
Tahu Kupat;Beli Bahan Tahu  Sayuran  Kupat Dst Dasarkan ;Pasar Kliwon;Sawahan Sangkrah;Kuliner;-7.57973;110.8416653
Wedangan Mas Gendon;Menjual Nasi Gorengan Dan Es Didepan Rumah;Pasar Kliwon;Bangunan Khusus Usaha;Kuliner;-7.5866709;110.8312545
Penjahit Rahab;Menjahit Pakaian ;Pasar Kliwon;Kampungbaru ;Fashion;-7.5694029;110.8264687
Ice Cream Bu Tini;Menjual Ice Cream;Laweyan;Panularan;Kuliner;-7.5746647;110.8063629
Sayuran Bu Sri;Menjual Sayuran  Segar;Laweyan;Panularan;Lain-lain;-7.5745523;110.8064583
Warung Makan Utami;Menjual Nasi Goreng,Nasi Kikil Mercon,Nasi Ayam Dan Minuman;Banjarsari;Cinderejo Kidul;Kuliner;-7.5548861;110.8247363
Slamet Bandeng;Menjual Ikan Bandeng;Laweyan;Panularan;Lain-lain;-7.5746778;110.8063712
Jeruk Manis Sarohni;"Menjual Buah""An";Laweyan;Panularan;Lain-lain;-7.5746639;110.8064386
Ayam Potong Yasmin;Menjual Bahan Makanan;Laweyan;Panularan;Lain-lain;-7.4956859;110.8064756
Soto Bu Rejeb;Menjual Nasi  Lauk Dan Soto;Laweyan;Panularan;Kuliner;-7.574425;110.805801
Sayuran Segar Bu Yatmi;Wortel, Tomat, Kol ;Laweyan;Panularan;Lain-lain;-7.5746945;110.8063728
Timlo Kangen;Menjual Makanan;Laweyan;Panularan;Kuliner;-7.5746424;110.8063512
Jeruk Manis;Menjual Buah;Laweyan;Panularan;Lain-lain;-7.495597;110.8066593
Dapoer Oemi;Menjual Makanan;Laweyan;Penularan;Kuliner;-7.4956919;110.8067523
Bumbon Bu Ngatini;Menjual Bahan Makanan;Laweyan;Panularan;Lain-lain;-7.574648;110.8063468
Tempe Buntal Bu Muryati;Menjual Bahan Makanan;Laweyan;Penularan;Kuliner;-7.5746451;110.8063546
Jual Sate Ayam;Menjual Makanan;Laweyan;Panularan;Kuliner;-7.5746281;110.8063647
Nasi Sayur;Menjual Makanan;Laweyan;Panularan;Kuliner;-7.4956621;110.8067078
Bumbu Bu Sarni;Menjual Bahan Makanan;Laweyan;Panularan;Lain-lain;-7.4956621;110.8067078
Jual Perabotan Gerabah Sapu;Menjual Perabotan Rumah Tangga;Laweyan;Panularan;Lain-lain;-7.5746392;110.8063519
Daun Pisang Pak Dalwan;Menjual Pembungkus Makanan;Laweyan;Panularan;Lain-lain;-7.5746392;110.8063519
Bandeng Bu Harti;Menjual Ikan;Laweyan;Panularan;Lain-lain;-7.4956456;110.8067318
Krupuk Putih;Menjual Makanan;Laweyan;Panularan;Kuliner;-7.4956209;110.8066671
Perabotan Plastik Bu Sumiyati;Menjual Perabotan Rumah Tangga;Laweyan;Panularan;Lain-lain;-7.574648;110.8063468
Kios Perabotan Plastik;Menjual Perabotan Plastik;Laweyan;Panularan;Lain-lain;-7.5746558;110.8063382
Sembako Sanyani;Menjual Bahan Makanan;Laweyan;Panularan;Lain-lain;-7.5746149;110.8063323
Wedangan Atin;Menjual Minuman;Laweyan;Panularan;Kuliner;-7.4959242;110.80659
Kios Buah Madiyani;Menjual Buah;Laweyan;Panularan;Lain-lain;-7.5746227;110.8064717
Tenongan Bu Sis;Menjual Makanan;Laweyan;Panularan;Kuliner;-7.5747005;110.8063873
Jual Pisang Bu Sutini;Menjual Pisang;Laweyan;Panularan;Lain-lain;-7.5746418;110.8063536
Kios Telur Joko;Menjual Telur;Laweyan;Panularan;Lain-lain;-7.5747342;110.8063575
Bandeng Lasmini;Menjual Ikan ;Laweyan;Panularan;Lain-lain;-7.4955988;110.8065742
Perabotan Plastik Rosana;Menjual Perabotan;Laweyan;Panularan;Lain-lain;-7.5746383;110.8063507
Bumbu Rempah Parinem;Menjual Rempah Rempah;Laweyan;Panularan;Lain-lain;-7.5746454;110.80635
Latengan Bu Saikem;Menjual Makanan;Laweyan;Panularan;Kuliner;-7.574641;110.8063464
Sayur Sri Wahyuni;Menjual Sayuran;Laweyan;Panularan;Lain-lain;-7.4957691;110.8066596
Sayuran Segar Bpini;Menjual Sayuran;Laweyan;Panularan;Lain-lain;-7.5043762;110.7998632
Supri Sembako;Menjual Sembako;Laweyan;Panularan;Lain-lain;-7.5746646;110.8063408
Es Dawet Kadipolo;Menjual Minuman;Laweyan;Panularan;Kuliner;-7.5746439;110.8063509
Kios Buah Suwarni;Menjual Buah;Laweyan;Panularan;Lain-lain;-7.5746036;110.8063326
Tenongan Bu Sarni;Menjual Makanan;Laweyan;Panularan;Kuliner;-7.5746207;110.8063396
Kelontong Risbani;Menjual Kebutuhan Masak;Laweyan;Panularan;Lain-lain;-7.5745756;110.8063751
Mandakaliving Lilin Aromaterapi;Menjual Lilin;Laweyan;Panularan;Lain-lain;-7.5746986;110.8063684
Tenongan Nopin;Menjual Makanan;Laweyan;Panularan;Kuliner;-7.574735;110.8064067
Kios Bu Sumi;Menjual Sembako;Laweyan;Panularan;Lain-lain;-7.5746557;110.8063609
Toko Sembako Untung;Menjual Sembako;Laweyan;Panularan;Lain-lain;-7.5746424;110.8063512
Toko Supoyo Kelontong;Menjual Gula;Laweyan;Panularan;Lain-lain;-7.5746495;110.8063565
Sembako Bu Mulyani;Menjual Sembako;Laweyan;Panularan;Lain-lain;-7.5748084;110.8064202
Kios Plastik Katino;Menjual Bermacam Macam Plastik;Laweyan;Panularan;Lain-lain;-7.5747343;110.8063905
Kelontong Bu Sri;Menjual Sembako;Laweyan;Panularan;Lain-lain;-7.5746611;110.8063668
Toko Avara;Menjual Kebutuhan Masak;Laweyan;Panularan;Lain-lain;-7.5744847;110.8064179
Bandeng Yanto;Menjual Ikan Bandeng Dan Tongkol;Laweyan;Panularan;Lain-lain;-7.5746322;110.8063765
Penjahit Ria;Menjahit Pakaian ;Laweyan;Panularan;Fashion;-7.5747096;110.8063707
Kios Telur Maria;Menjual Telur;Laweyan;Panularan;Lain-lain;-7.4956686;110.8066325
Kios Agus Plastik;Menjual Plastik;Laweyan;Panularan;Lain-lain;-7.4956632;110.8067026
Kios Buah Sayem;Menjual Buah;Laweyan;Panularan;Lain-lain;-7.4956816;110.8066277
Jual Gas Mbak Juni;Menjual Gas;Pasar Kliwon;Joyosudiran ;Lain-lain;-7.5837997;110.8308209
Toko Kelontong Suparti;Menjual Kebutuhan Sehari Hari;Pasar Kliwon;Joyosudiran ;Lain-lain;-7.5839399;110.8307218
Kelontong Pak Surantoq;Menjual Kebutuhan Rumah Tangga;Pasar Kliwon;Mertodranan;Lain-lain;-7.5798379;110.8336838
Wedangan Kusno;Menjuala Aneka Minuman Dan Nasi Bungkus;Pasar Kliwon;Joyosudiran ;Kuliner;-7.5844578;110.831447
