Nama;Kegiatan;Kecamatan;Wilayah;Kategori;lat;lng
Sosis Makruni;menjual makanan;Surakarta;Surakarta;Surakarta;-7.5747062;110.8063649
Warung Minuman;Warung minuman Dan makanan;Surakarta;Surakarta;Surakarta;-7.5915183;110.81764
Bikin Kue Donat;Membuat Kue Donat;Surakarta;Surakarta;Surakarta;-7.5939849;110.8209305
Jasa Laundri;Jasa Laundri;Surakarta;Surakarta;Surakarta;-7.5932603;110.8208919
Warung Nasi Sayur Nanang;menjual nasi sayur dan lauk;Surakarta;Surakarta;Surakarta;-7.5746883;110.8063861
Membuat Peti Mati;Pengrajin peti mati;Surakarta;Surakarta;Surakarta;-7.5931374;110.8209088
Es Batu Balok;Menjaul Es Batu Balokan;Surakarta;Surakarta;Surakarta;-7.570007656218584;110.82529172301292
Sabil Sprei;Membuat & menjual sprei ,bed cover;Surakarta;Surakarta;Surakarta;-7.5546649;110.8358357
Jual Makanan & Mainan Anak;Menjual mainan & jajanan anak;Surakarta;Surakarta;Surakarta;-7.5545037;110.8372506
Toko Kelontong;Menyediakan sembako;Surakarta;Surakarta;Surakarta;-7.5544652;110.8372581
Jual Baju Bekas;Jual baju bekas;Surakarta;Surakarta;Surakarta;-7.5915386;110.8179163
Apotik;Apotik;Surakarta;Surakarta;Surakarta;-7.5909205;110.818704
Jual Ayam Potong;jual Ayam potong;Surakarta;Surakarta;Surakarta;-7.5908466;110.8177337
Warung Makan Mbah Bandem;menjual nasi sayur komplit,lauk,gorengan dan berbagai minuman;Surakarta;Surakarta;Surakarta;-7.5550451;110.8247531
Mebel Sovi;mebel ;Surakarta;Surakarta;Surakarta;-7.5555856;110.8326327
Cakar Ayam Pak Pri;menjual cakar ayam;Surakarta;Surakarta;Surakarta;-7.5449366;110.8262894
Mbak Sarmi Lotek;Menjual lotek,bakmi toprak,gado- gado dan lotis;Surakarta;Surakarta;Surakarta;-7.54499;110.8250333
Febri Cell;menjual pulsa,perdana;Surakarta;Surakarta;Surakarta;-7.5447045;110.8238486
Warung Klontong Sri;menjual gula,kopi,mie,teh dll;Surakarta;Surakarta;Surakarta;-7.5412836;110.8236058
Penjahit Elya;jasa menjahit baju;Surakarta;Surakarta;Surakarta;-7.5411161;110.8236599
Aweta Cell;Menjual pulsa,kartu perdana;Surakarta;Surakarta;Surakarta;-7.5410626;110.8236838
Warung Makan Sutini;menjual nasi sayur,nasi lauk dan es jeruk,es teh dll;Surakarta;Surakarta;Surakarta;-7.5430675;110.8280446
Soto Joglo;menjual soto sapi dan soto ayam,es teh,es jeruk;Surakarta;Surakarta;Surakarta;-7.5449321;110.8263025
Warung Bu Mul;menjual gula,kopi,teh,ciky;Surakarta;Surakarta;Surakarta;-7.5455631;110.8242936
Kripik Suyanto Snack;Industri Keripik;Surakarta;Surakarta;Surakarta;-7.536819;110.8097928
Wedangan Pak Gik;mwnjual wedangan;Surakarta;Surakarta;Surakarta;-7.5523123;110.7823228
Rice Boxin;menjual nasi box;Surakarta;Surakarta;Surakarta;-7.5724259;110.8373856
Twin Wedangan;Menjual Minuman dan Makanan Ringan/Berat;Surakarta;Surakarta;Surakarta;-7.5499721;110.8246968
Suprihatingsih;beli bhan santung jadi. potong jahit kemas jual/setor;Surakarta;Surakarta;Surakarta;-7.5789941;110.8397467
Abhimata Fashion;Menjual Baju,Sepatu,dan Tas;Surakarta;Surakarta;Surakarta;-7.5500297;110.8487298
Warung Soto Seger Mantep;Warung Soto ;Surakarta;Surakarta;Surakarta;-7.5416179;110.8155652
Warung Es Trihana;Kedai Minuman;Surakarta;Surakarta;Surakarta;-7.5410716;110.8171494
Wedangan Mbah Redjo;Menjual Minuman dan makanan ringan;Surakarta;Surakarta;Surakarta;-7.5500964;110.8239352
Laundry Dua Putri;mencuci baju . laundry;Surakarta;Surakarta;Surakarta;-7.5499717;110.7813208
Warung Mbk Budi;menjual kebutuhan sehari hari;Surakarta;Surakarta;Surakarta;-7.5499457;110.782808
Warung Soto Dan Sayur Peduli;menjual nasi soto dan sayur di rumah ;Surakarta;Surakarta;Surakarta;-7.5632551;110.8272312
Sate Kambing Bu Urip Supono;menjual sate kambing di pasar legi;Surakarta;Surakarta;Surakarta;-7.5627574;110.8248105
Toko Kelontong Sutarmi;menjual sembako;Surakarta;Surakarta;Surakarta;-7.5500183;110.848865
Ardi Ban Dan Kenteng Pelek;Menjual Ban Motor;Surakarta;Surakarta;Surakarta;-7.567373742142239;110.82424934953451
Tanggul Fishing;menjual keperluan memancing;Surakarta;Surakarta;Surakarta;-7.5712726;110.8409535
M Saleh;kebutuhan rumah tangga;Surakarta;Surakarta;Surakarta;-7.5712084;110.8410018
Toko Kelontong Arjuna;menjual sabun,mie,pasarta gigi, gula pasir dan teh;Surakarta;Surakarta;Surakarta;-7.5621288;110.8383079
Warung Bu Sarni;menjual aneka makanan & sayur;Surakarta;Surakarta;Surakarta;-7.5467135;110.8290621
Warung Kelontong Mbak Dyah;Jual beli sembako;Surakarta;Surakarta;Surakarta;-7.5467423;110.8289863
Darmini;warung kelontong;Surakarta;Surakarta;Surakarta;-7.5530959;110.8270083
Asti Sri Oetami;warung kelontong bu asti;Surakarta;Surakarta;Surakarta;-7.553621;110.8273351
Warung Soto Qanaah;Menjual Nasi Soto;Surakarta;Surakarta;Surakarta;-7.56973778462652;110.826000161469
Daur Ulang Plastik;Menjual daur ulang plastik putih;Surakarta;Surakarta;Surakarta;-7.5545128;110.8374015
Jasa Kecantikan Motor;Salon motor;Surakarta;Surakarta;Surakarta;-7.5908308;110.8177605
Jasa Potong Rambut;Potong rambut;Surakarta;Surakarta;Surakarta;-7.5915718;110.8178831
Warung Kelontong;Toko Kelontong;Surakarta;Surakarta;Surakarta;-7.5917911;110.8180251
Kaca Dan Almunium;jual kaca Dan almunium;Surakarta;Surakarta;Surakarta;-7.5904772;110.8195472
Bikin Meubel;Bikin meubel;Surakarta;Surakarta;Surakarta;-7.5904775;110.819542
Jual Pakan Burung;Jual pakan burung;Surakarta;Surakarta;Surakarta;-7.5919666;110.8203172
Jual Baju Online;Jual pakaian online;Surakarta;Surakarta;Surakarta;-7.5940647;110.8192085
Jasa Las;Jasa Las;Surakarta;Surakarta;Surakarta;-7.5941437;110.8211788
Wisnoe Moerti Yoenarso;Jualan paket data , pulsa, dan alat-alat tulis;Surakarta;Surakarta;Surakarta;-7.5536813;110.8276777
Catering;Menerima pesanan makanan dan snack;Surakarta;Surakarta;Surakarta;-7.5918051;110.8215937
Bola-Bola Mie;Membuat/menggoreng Bola-bola Mie;Surakarta;Surakarta;Surakarta;-7.5454769;110.8554589
Warung Bu Tuti;Menjual Nasi sayur;Surakarta;Surakarta;Surakarta;-7.5662347562716885;110.826134942472
Warung Makan - Warung Soto;Menjual Nasi Soto;Surakarta;Surakarta;Surakarta;-7.5681331751700505;110.8250580355525
Warung Kelontong;Menjual Sabun, Sampo, Gula, Teh, Pasta Gigi;Surakarta;Surakarta;Surakarta;-7.5864982;110.820879
Barang Bekas Sparepart Montor;Menjual Onderdil Motor Secend;Surakarta;Surakarta;Surakarta;-7.583359;110.8232115
Gogi Printer;JUal Beli dan Service Printer bekas;Surakarta;Surakarta;Surakarta;-7.568150125301159;110.8254412561655
Wedangan Bmw;Menjual Aneka Makan dan minuman;Surakarta;Surakarta;Surakarta;-7.568259137893062;110.82373067736626
Sego Sambel Mbak Ndut;menjual makanan dan minuman;Surakarta;Surakarta;Surakarta;-7.5872362;110.8186022
Warung Sami Rena;Menjual Masakan jawa dan soto;Surakarta;Surakarta;Surakarta;-7.5678124519756995;110.82605212926866
Bu Tutik;Menjual Tuwuhan Jejeran, Penjor. Janur, Panjang Ilang, Pisang Lamaran, Bleketepe, Kembang Mayang, Blarak, Kloso Siraman, Kiso Adah Pitek, Tape Singkong;Surakarta;Surakarta;Surakarta;-7.584108;110.820465
Empon - Empon (Bumbu Dapur);Menjual Kunir, Jahe, Lengkuas, Kencur, Kunir, Kunci, Salam, Godog Jeruk, Jeruk Peres, Jenuk Nipis;Surakarta;Surakarta;Surakarta;-7.5845875;110.8205749
Sayur Bu Suwarti;menjual aneka buah dan sayur;Surakarta;Surakarta;Surakarta;-7.55842281752259;110.81482178340143
Toko Ayam Mbak Siti;menjual daging ayam;Surakarta;Surakarta;Surakarta;-7.546937360023412;110.8215937194336
Kelontong Tuminem;menjual sayuran ;Surakarta;Surakarta;Surakarta;-7.5714748;110.8516739
Toko Kelontong Mbak Dian;menjual sembako;Surakarta;Surakarta;Surakarta;-7.546926698057489;110.82159858589637
Warung Makan S3;menjual aneka sayur, lauk pauk dan aneka minuman;Surakarta;Surakarta;Surakarta;-7.5640455;110.8573741
Toko Kelontong Grey;menjual mie instan, gula pasir dan barang kelontong lainnya;Surakarta;Surakarta;Surakarta;-7.5640348;110.8573677
Warung Sembako Sawit Jaya;Menjual kebutuhan sembako dan kebutuhan harian lainnya;Surakarta;Surakarta;Surakarta;-7.5650643;110.8550074
Warung Sayur Bu Yatmi;Menjual kebutuhan sayuran mentah dan bumbu-bumbu masakan dengan membuka warung sayur di depan rumah;Surakarta;Surakarta;Surakarta;-7.5649828;110.8548658
Toko Kelontong Harry Davidson 99;Menjual kebutuhan sembako dan aneka kebutuhan sehari-hari;Surakarta;Surakarta;Surakarta;-7.5644013;110.8499193
Kios Mbak Lia;Menjual kebutuhan sembako dan kebutuhan harian lainnya;Surakarta;Surakarta;Surakarta;-7.5643073;110.8498548
Jajanan Anak Mia Valent;Menjual jajanan anak dengan menggelar lapak sederhana di depan rumah;Surakarta;Surakarta;Surakarta;-7.5641439;110.8494625
Kedai Montong;Menjual makanan nasi sayur dengan membuka warung di samping rumah;Surakarta;Surakarta;Surakarta;-7.5640932;110.8490272
Warung Makan Bu Ndari;Menjual makanan nasi sayur dan lauk pauk dengan mendirikan warung makan;Surakarta;Surakarta;Surakarta;-7.5643954;110.8486915
Warung Makan Bakso Dan Mie Ayam;warung bakso dan mie ayam di pinggir jalan;Surakarta;Surakarta;Surakarta;-7.5646299;110.8535804
Mahkota Sangkar Burung;menjual mahkota sangkar burung;Surakarta;Surakarta;Surakarta;-7.5514538;110.8355244
Roti Bakar Abrisam;berjualan secara online di rumah, membeli semua bahan-bahan harian sesuai kebutuhan,  seperti Roti, coklat, selai, keju membeli bahan di Toko terang jaya;Surakarta;Surakarta;Surakarta;-7.5363367;110.8370667
Bethany Catering;MENERIMA PESANAN NASI BOX DAN SNACK DOS;Surakarta;Surakarta;Surakarta;-7.5632143;110.8270564
Kedai Minuman Bu Ita;menjual tahu krispi, aneka minuman;Surakarta;Surakarta;Surakarta;-7.5630086;110.8576681
Surya Cell;JASA PEMBAYARAN PAJAK LISTRIK, PAM. TRANSFER UANG, DAN MENJUAL PAKET INTERNET, PULSA TELP, DAN TOKEN LISTRIK;Surakarta;Surakarta;Surakarta;-7.5638583;110.8269604
Sari Kacang Ijo Sehat;membuat susu dele dan sari kacang ijo;Surakarta;Surakarta;Surakarta;-7.5611841;110.8511615
Warung Makan Bu Pinah;menjual aneka sayur, lauk pauk dan aneka minuman;Surakarta;Surakarta;Surakarta;-7.5628222;110.8572974
Besi Tua Witono;Menjual onderdil bekas untuk mobil;Surakarta;Surakarta;Surakarta;-7.554897999722222;110.8406616
Warung A2 Bu Dina;menjual aneka snack seperti tempura, sosis, bakso goreng, mie instan masak, aneka minuman;Surakarta;Surakarta;Surakarta;-7.5630368;110.8577136
Warung Kelontong Bu Asih;menjual beras gula, mie instan, rokok dan barang kelontong lainnya;Surakarta;Surakarta;Surakarta;-7.5629851;110.8576594
Bumbon Bu Sri;menjual aneka bumbu;Surakarta;Surakarta;Surakarta;-7.557269997917173;110.7795129097844
Toko Endang Bisma;menjual sembako;Surakarta;Surakarta;Surakarta;-7.557234298948313;110.77958919094415
Toko Mawan Plastik;menjual plastik;Surakarta;Surakarta;Surakarta;-7.557244581167301;110.77959836616895
Toko Bu Parti;menjual aneka sembako;Surakarta;Surakarta;Surakarta;-7.557240942340631;110.77958164978988
Gloria Laundry; jasa cuci baju dan setrika (laundry) ;Surakarta;Surakarta;Surakarta;-7.5629283;110.8592035
Warung Rokok Pak Katmin;Menjual Rokok;Surakarta;Surakarta;Surakarta;-7.5491008611111114;110.82132719444445
Sosis Martabak Meina;MEMBUAT DAN MENJUAL SOSIS GORENG;Surakarta;Surakarta;Surakarta;-7.5622381;110.8270132
Warung Makan Bu Sumarsih;menjual aneka nasi sayur, aneka minuman dan lauk pauk;Surakarta;Surakarta;Surakarta;-7.5637017;110.8565446
Wedangan Bu Sulami;menjual aneka nasi lauk, gorengan dan aneka minuman;Surakarta;Surakarta;Surakarta;-7.5619265;110.8496394
Gorengan Suryati;MEMBUAT DAN BHMENJUAL PISANG GORENG;Surakarta;Surakarta;Surakarta;-7.5630804;110.8272845
Simi Fashion Shop;MENJUAL PAKAIAN FASHION SECARA ON LINE;Surakarta;Surakarta;Surakarta;-7.5627633;110.8271087
Kios Buah;menjual buah di kios;Surakarta;Surakarta;Surakarta;-7.569036972222222;110.83114622222222
Kios Buah;Menjual buah di kios;Surakarta;Surakarta;Surakarta;-7.569033166666666;110.83123777777777
Liya Shuttelcok;membuat kerajinan bulu ayam;Surakarta;Surakarta;Surakarta;-7.582026;110.8125227
Akurat Shuttelcok;membuat kerajinan dari bulu ayam;Surakarta;Surakarta;Surakarta;-7.581936;110.8124642
Pd.Mekar Jaya;menjual berbagai seal;Surakarta;Surakarta;Surakarta;-7.5660765;110.8323228
Karya Snack;memproduksi stik cumi;Surakarta;Surakarta;Surakarta;-7.562935140801841;110.84908848994432
Tugu Muda Shuttelcok;membuat kerajinan dari bulu ayam berupa shuttelcok;Surakarta;Surakarta;Surakarta;-7.580535;110.812208
Rita Sembari;Memproduksi Kerupuk kulit;Surakarta;Surakarta;Surakarta;-7.566655456887796;110.84337311245352
Rendang 008;memproduksi makanan;Surakarta;Surakarta;Surakarta;-7.537762659551159;110.84404500277111
Sinar Digital Photography;Jasa photography;Surakarta;Surakarta;Surakarta;-7.5659848;110.8320736
Radja Snack;Membuat dan menjual aneka makanan;Surakarta;Surakarta;Surakarta;-7.535268829784076;110.84188132152701
Nauf Cakes;Membuat Aneka kue;Surakarta;Surakarta;Surakarta;-7.545245033491249;110.85100500343017
Kios Buah;menjual buah di kios;Surakarta;Surakarta;Surakarta;-7.569056944444444;110.830986
Hana Hizkia;menjual keperluan rumah tangga;Surakarta;Surakarta;Surakarta;-7.535107987301881;110.84474129536876
Kedai Anugerah;Menjual aneka makanan;Surakarta;Surakarta;Surakarta;-7.5572174794322535;110.84700741291289
Tanaya Toys;MENJUAL MAINAN ANAK;Surakarta;Surakarta;Surakarta;-7.553826;110.7795557
Nasi Goreng Pak No;MENJUAL MAKANAN MATANG;Surakarta;Surakarta;Surakarta;-7.555277;110.78144608333334
Rissole Que;MENJUAL MAKANAN BASAH;Surakarta;Surakarta;Surakarta;-7.555272972222222;110.78144358333333
Pembuatan Karak;membuat karak;Surakarta;Surakarta;Surakarta;-7.5676941;110.8535278
Kios Sembako;sembako;Surakarta;Surakarta;Surakarta;-7.5536782;110.840811
Pak Loso Kursi;MEMBUAT KURSI;Surakarta;Surakarta;Surakarta;-7.556807;110.782836
Nurul Penjait;menjahit baju pakaian jadi;Surakarta;Surakarta;Surakarta;-7.556807;110.782836
Ayu Laundry;Laundry;Surakarta;Surakarta;Surakarta;-7.5815359;110.8285824
Toko Tembakau Briyan;MENJUAL TEMBAKAU;Surakarta;Surakarta;Surakarta;-7.554901888888889;110.78163997222222
As Snak Box;menjual anack dus;Surakarta;Surakarta;Surakarta;-7.5549059722222225;110.781642
Warung Bakmi Toprak;jual  bakmi Toprak, gorengan;Surakarta;Surakarta;Surakarta;-7.5572778;110.8315561
Penjait Dani;menjahit baju pakaian jadi;Surakarta;Surakarta;Surakarta;-7.556807;110.782836
Wedangan Happines;MENJUAL MAKANAN MATANG;Surakarta;Surakarta;Surakarta;-7.555116472222222;110.7821885
Toko Ida;MENJUAL KEBUTUHAN SEHARI HARI;Surakarta;Surakarta;Surakarta;-7.556807;110.782836
Kios Mie Kuning Bu Sri (Lt2);Menjual Mie kuning;Surakarta;Surakarta;Surakarta;-7.5471864;110.8216208
Usaha Reklame Andemos;membuat reklame;Surakarta;Surakarta;Surakarta;-7.5899046;110.8357483
Warung Es Dan Snack Bu Samiyem;jualan minuman sachet;Surakarta;Surakarta;Surakarta;-7.5894743;110.836319
Toko Kelontong Mbak Agustina;warung kelontong;Surakarta;Surakarta;Surakarta;-7.5889195;110.8379692
Warung Makan Mbak Septi;menjual nasi sayur;Surakarta;Surakarta;Surakarta;-7.5886186;110.8352977
Warung Makan;hik/wedangan;Surakarta;Surakarta;Surakarta;-7.5549747;110.8400968
Usaha Blankon Mas Yulianto;membuat blangkon;Surakarta;Surakarta;Surakarta;-7.5887825;110.8354778
Laundry Mbak Indri;jasa loundry;Surakarta;Surakarta;Surakarta;-7.5890697;110.8356464
Usaha Jualan Pisang Bu Mariyem;jualan buah pisang;Surakarta;Surakarta;Surakarta;-7.5892017;110.8362864
Seafood Kepiting Telur Wahyudi;menjual aneka masakan seafood;Surakarta;Surakarta;Surakarta;-7.562283048147731;110.80709970375348
Konveksi Sulastri Rusun;membuat aneka barang konveksi dari kain murah meriah;Surakarta;Surakarta;Surakarta;-7.5599432;110.8613397
Bantal Pak Eko;membuat bantal guling dari kapas dan dakron;Surakarta;Surakarta;Surakarta;-7.559825;110.8612925
Pondok Uti Mei Selat Segar;menjual makanan dan minuman dimakan di tempat atau take away;Surakarta;Surakarta;Surakarta;-7.5613064;110.8525681
Katering Dewi Ayu;membuat nasi doos nerdasar pesanan misalnya nasi ayam atau nasi lele;Surakarta;Surakarta;Surakarta;-7.5506231;110.8560374
Martabak Totok;membuat aneka kue basah dan jajanan pasar;Surakarta;Surakarta;Surakarta;-7.5612154;110.8410906
A'Syifa Laundry;melayani jasa laundry;Surakarta;Surakarta;Surakarta;-7.551811;110.8349159
Helena Laundry;mencuci baju para pelanggan;Surakarta;Surakarta;Surakarta;-7.5484437;110.8622941
Kios Sembako Bu Dwi Pasar Gading;menjual kebutuhan sehari hari;Surakarta;Surakarta;Surakarta;-7.583616177847054;110.82634935143878
Wedangan Bu Muji;menjual nasi bungkus, gorengan, es teh;Surakarta;Surakarta;Surakarta;-7.5510772;110.8349794
Angkringan Mami Yanto;menjual makanan;Surakarta;Surakarta;Surakarta;-7.5637077;110.83321
Kier Audio & Radio;menjual dan membeli audio dan radio komunikasi;Surakarta;Surakarta;Surakarta;-7.5514282;110.8347894
International Tailor;terima jahitan, hem, celana, pakaian pria /wanita;Surakarta;Surakarta;Surakarta;-7.5790543;110.8417965
Aneka Mainan Dan Permen;menjual jajanan anak;Surakarta;Surakarta;Surakarta;-7.5670033;110.848955
Bango Kelontong;beli barang dagangan di Toko Sidi Busukan, juga di Toko Waris Jayawijaya dijual di rumah langsung ke konsumen;Surakarta;Surakarta;Surakarta;-7.5371151;110.8374289
Warung Ayam Geprek Pawon Prabu;memasak dan menjual ayam geprek;Surakarta;Surakarta;Surakarta;-7.54946;110.835025
Tempe Kripik Kucai Bu Mashita Rasaku;menjual keripik tempe;Surakarta;Surakarta;Surakarta;-7.5885611;110.8284061
Penjahit Bu Rini;penjahit pakaian;Surakarta;Surakarta;Surakarta;-7.5890957;110.8362198
Warung Klontong Bu Nur;menjual sembako;Surakarta;Surakarta;Surakarta;-7.5770212;110.8362798
Topo Helm;menjual berbagai helm di toko;Surakarta;Surakarta;Surakarta;-7.5653781;110.8481344
Warung Kelontong Bu Sri;menjual beras, gula, teh;Surakarta;Surakarta;Surakarta;-7.5511865;110.8351822
Ayam Goreng Tepung Mas Pur;menjual ayam goreng;Surakarta;Surakarta;Surakarta;-7.5669399;110.8494122
Warung Makan Puji;menjual nasi soto dan kare;Surakarta;Surakarta;Surakarta;-7.566675;110.8493317
Kios Baju Bekas Kartiyem Pasar Gading;menjual baju  bekas;Surakarta;Surakarta;Surakarta;-7.583528393014554;110.82638739696225
Warung Es Pak Kutir;MENJUALANEKA  ES BUAH;Surakarta;Surakarta;Surakarta;-7.5625632;110.8283113
Laundry Bunda Rizal;laundry baju;Surakarta;Surakarta;Surakarta;-7.5668067;110.8495467
Kelontong Rina;menjual sembako;Surakarta;Surakarta;Surakarta;-7.566104;110.8497717
Sembako Nizam;menjual sembako;Surakarta;Surakarta;Surakarta;-7.5671117;110.84994
Warung Ibu Indriyani;menjual makanan dan minuman;Surakarta;Surakarta;Surakarta;-7.5555406;110.8174914
Warung Mbak Wulan;MENJUAL NASI SAYUR , LAUK PAUK , DAN WEDANG/ES TEH DAN JERUK;Surakarta;Surakarta;Surakarta;-7.563557;110.8260688
Pembuatan Donat;donat pak subur;Surakarta;Surakarta;Surakarta;-7.5892165;110.8266662
Warung Bakmi;warung bakmi;Surakarta;Surakarta;Surakarta;-7.5885017;110.8262864
Mie Ayam Mas Ben;warung mas ben;Surakarta;Surakarta;Surakarta;-7.588541;110.8263807
Warung Deris;warung deris;Surakarta;Surakarta;Surakarta;-7.5885168;110.8263318
Warung Fiska;warung fiska;Surakarta;Surakarta;Surakarta;-7.5885436;110.826353
Warung Ibu Wartini;sembako + es;Surakarta;Surakarta;Surakarta;-7.5861183;110.8285437
Kios Baju Bekas Pak Warno Pasar Gading;menjual baju bekas;Surakarta;Surakarta;Surakarta;-7.583979475482625;110.82687744404637
Toko Kelontong Ibu Sri Sutanti;Menjual snack momogi, good time, superman, dan alat tulis;Surakarta;Surakarta;Surakarta;-7.588502777777778;110.82918611111111
Hik Kyko;Menjual es, gorengan, nasi goreng, nasi gongso;Surakarta;Surakarta;Surakarta;-7.589002777777778;110.82856111111111
Besi Tua Paryoto;menjual onderdil bekas untuk mobil;Surakarta;Surakarta;Surakarta;-7.5546695;110.8405707
Besi Tua Gendra Ariyanto;menjual onderdil bekas mobil;Surakarta;Surakarta;Surakarta;-7.5547899;110.84057789972222
Besi Tua Andi Susanto;menjual onderdil bekas untuk mobil;Surakarta;Surakarta;Surakarta;-7.554822699722222;110.8402698
Besi Tua Sio Sayang;menjual onderdil mobil bekas;Surakarta;Surakarta;Surakarta;-7.554851199722222;110.84052479972222
Khamir Mubarak;menjual dan memproduksi kue khamir;Surakarta;Surakarta;Surakarta;-7.5783494;110.8321255
Wedangan Diego;menjual aneka minuman dan nasi bungkus;Surakarta;Surakarta;Surakarta;-7.5832601;110.8277623
Warung Kelontong Bu Minten;warung kelontong;Surakarta;Surakarta;Surakarta;-7.5888944;110.8358644
Aneka Nasi Dan Snack Bu Karsinem;usaha aneka snak ;Surakarta;Surakarta;Surakarta;-7.588976;110.836484
Bakso Goreng 33;jualan bakso goreng;Surakarta;Surakarta;Surakarta;-7.5891308;110.8366439
Ayam Geprek Mbak Santi;jual ayam geprek;Surakarta;Surakarta;Surakarta;-7.5906325;110.835232
Warung Minum Pak Mardiyo;Menjual Minuman di Pasar;Surakarta;Surakarta;Surakarta;-7.575355199722222;110.8260281
