Nama;Kegiatan;Kecamatan;Alamat;kategori;lat;lng;;
Kedai Makan Mbak Sumeh;Menjual Mie Toprak, selat, SOP matahari, brambang asem;Serengan ;Kratonan;Kuliner;-7.5801265;110.8188856;;
Sosis Dan Sate Koyor;jual sosis basah,koyor;Pasar Kliwon;Yosodipuran;Kuliner;-7.5751274;110.8329588;;
Surati;menjual minuman dan es;Pasar Kliwon;Jl.Mayor Sunaryo;Kuliner;-7.572696;110.8299028;;
Penjahit Sugiyanto;menjahit kian menjadi baju, celana sesuai pesanan;Banjarsari;Jln Merapi 2 Rt03 Rw19;Fashion;-7.5497833;110.828685;;
Karak Solo Riska Q;MEMBUAT KARAK DAN MENJUALNYA;Banjarsari;Kragilan Rt01 Rw12;Kuliner;-7.5369168;110.8280182;;
Toko Baju Arsen;menjual celana dan jaket;Jebres;Petoran;Fashion;-7.5631265;110.8481553;;
Warung Barokah;penyediaan makanan dan minuman;Jebres;Petoran ;Kuliner;-7.5628043;110.847745;;
Sakinah;menjual aneka makanan;Banjarsari;Kios Terminal Tirtonadi;Kuliner;-7.551786816755589;110.81857722107812;;
Warung Makan Bu Warni;menjual aneka makanan;Banjarsari;Kios Terminal Tirtonadi;Kuliner;-7.551786816755589;110.81857722107812;;
Warung Makan Sulaiman;menjual aneka makanan;Banjarsari;Kios Terminal Tirtonadi;Kuliner;-7.551786816755589;110.81857722107812;;
Rumah Makan Barokah;menjual aneka makanan;Banjarsari;Kios Terminal Tirtonadi;Kuliner;-7.551786816755589;110.81857722107812;;
Warung Makan Handayani;menjual makanan dan minuman;Banjarsari;Kios Terminal Tirtonadi;Kuliner;-7.551786816755589;110.81857722107812;;
Warung Makan Bu Karti;menjual aneka masakan;Banjarsari;Kios Terminal Tirtonadi;Kuliner;-7.551787650987616;110.81858842824094;;
Warung Makan Pak Roto;menjual aneka makanan dan minuman;Banjarsari;Kios Terminal Tirtonadi;Kuliner;-7.551787650987616;110.81858842824094;;
Rm Bethany;menjual makanan dan minuman;Banjarsari;Kios Terminal Tirtonadi;Kuliner;-7.551787650987616;110.81858842824094;;
Kelontong Bethany;menjual aneka makanan dan minuman;Banjarsari;Kios Terminal Tirtonadi;Lain-lain;-7.5517854435239045;110.81858693217443;;
Toko Oleh Oleh Bu Warno;menjual aneka oleh oleh;Banjarsari;Kios Terminal Tirtonadi;Kuliner;-7.551779745794118;110.81858248550976;;
Sate Bebek Bu Muslimah;MENJUAL SATE ATI AMBLA BEBEK;Pasar Kliwon;Semanggi;Kuliner;-7.5836367;110.8371484;;
Toko Sinar Sewu;menjual orderdil sepeda motor, kampas, oli, gerset;Jebres;Jl Tangkuban Perahu 47 Kismorejo ;Lain-lain;-7.5389874;110.8427552;;
Murwani Jahit;MENERIMA JAHITAN PAKAIAN;Jebres;Kepatihan Kulon;Fashion;-7.5625241;110.8307675;;
Tambal Ban Widi;JASA TAMBAL BAN ;Jebres;"Jl. Abdul Muis(Depan Rm. Timlo Sastro) 
Kepatihan Kulon";Lain-lain;-7.5633937;110.8286442;;
"Kos"" An Xelnio";rumah kos;Laweyan;Purwonegaran ;Lain-lain;-7.5661744;110.8127608;;
Watung Mbak Wiwik;warung makan dan minum;Pasar Kliwon;Kampung Sewu ;Kuliner;-7.573123;110.8409571;;
Beras Uti Nuk;menjual beras;Serengan ;Kemlayan;Lain-lain;-7.4958242;110.8066789;;
Kelontong Moro Mantep;menjual sembako;Laweyan;Panularan;Lain-lain;-7.4956532;110.8065864;;
Es Degan Pak Amat;menjual minuman;Serengan ;Tipes;Kuliner;-7.4956688;110.8066957;;
Kedai Kopi Babayo;menjual kopi;Laweyan;Panularan;Kuliner;-7.4958552;110.8068761;;
Penjahit Busana Remaja;menjahit pakaian;Laweyan;Panularan;Fashion;-7.4956391;110.8065073;;
Farah Tupperware;menjual tupperware;Serengan ;Tipes;Lain-lain;-7.4957755;110.8065837;;
Warung Bu Imah;menjual sembako;Laweyan;Panularan;Lain-lain;-7.4956604;110.8065811;;
Lotis Dan Rujak;menjual rujak;Laweyan;Panularan;Kuliner;-7.495688;110.8066845;;
Warung Garasi;menjual sembako;Laweyan;Panularan;Lain-lain;-7.495637;110.8065862;;
Kedai Minum Mila;menjual minuman;Laweyan;Panularan;Kuliner;-7.4956883;110.806655;;
Wahyuni;Menjual makanan;Laweyan;Panularan;Kuliner;-7.4956283;110.8067115;;
Warung Biru;Menjual aneka minuman;Jebres;Pucangsawit;Kuliner;-7.5674122;110.8570526;;
Rumah Biting Jauza;Memproduksi dan menjual mie lidi;Jebres;Pucangsawit;Kuliner;-7.5670878;110.8566962;;
Kios Tanaman Hias Bunga Sari;Menjual tanaman hias;Jebres;Pucangsawit;Lain-lain;-7.5683171;110.8595972;;
Tanaman Hias Kios 6;Menjual tanaman hias, pot bunga serta perlengkapan air mancur;Jebres;Pucangsawit;Lain-lain;-7.5683611;110.8595491;;
Juice Putra Zahra;jualan es juice;Pasar Kliwon;Mojo;Kuliner;-7.5872517;110.8342376;;
Toko Kelontong Bu Sumarni;Menjual kebutuhan sembako serta alat tulis;Jebres;Pucangsawit;Lain-lain;-7.5662085;110.8555336;;
Salon Tiara;Menjalankan jasa salon dan tata rias rambut;Jebres;Pucangsawit;Lain-lain;-7.5654163;110.8558814;;
Wedangan Mas Firgi;menjual nasi bungkus aneka minumaan dan makanan kecil;Pasar Kliwon;Semanggi;Kuliner;-7.5841454;110.8358344;;
Snack Via;membuat snack prastel, sosis, ager2, dll;Pasar Kliwon;Semanggi;Kuliner;-7.5811172;110.8348443;;
Sehatea;jual es teh di bazaar;Pasar Kliwon;Semanggi;Kuliner;-7.5810034;110.8350228;;
Toko Kelontong Sinawung;jual sembako, makanan ringan, minuman;Pasar Kliwon;Semanggi;Lain-lain;-7.5806867;110.8347468;;
Warung Beras Pak Ali;Menjual sembako (beras) ;Banjarsari;Kestalan;Lain-lain;-7.5606402;110.8232486;;
Harsini;membuat pakaian;Jebres;Ngaglik Rt 05 Rw 12 Mojosongo;Fashion;-7.539424;110.8362596;;
Laundry Bu Sumiyem;menyediakan jasa mencuci dan setrika pakaian secara manual di rumah;Jebres;Petoran;Lain-lain;-7.558406805555555;110.84728238888889;;
Meja Dan Kaca Rias Pak Basuki;membuat pigura lukisan, kaca cermin, meja kecil;Jebres;Meja Dan Kaca Rias Pak Basuki;Kriya;-7.559597;110.84775541666667;;
Kue Jajan Pasar Bu Dyah Eni;membuat snack / keleman;Jebres;Petoran;Kuliner;-7.558406805555555;110.84728238888889;;
Wedangan Pak Pudi;menjual makanan dan minuman di kedai;Jebres;Petoran;Kuliner;-7.560534027777778;110.84709166666667;;
Tenongan Bu Harni;membuat aneka makanan tenongan dan aneka nasi untuk pasokan para pedagang tenongan.;Jebres;Ngoresan ;Kuliner;-7.5541086;110.8594131;;
Warung Bu Har Sop Matahari Dan Ayam Kremes;menjual aneka makanan nasi sayur dll;Jebres;Ngoresan;Kuliner;-7.5544131;110.8585601;;
Es Degan Mas Jum;menjual es degan dan nasi aayur;Jebres;Ngoresan;Kuliner;-7.554473;110.8583529;;
Kanaya Loundry;mencuci pakaian para pelanggan;Jebres;Ngoresan;Lain-lain;-7.5525811;110.861258;;
Warung Makan Prasmanan;menjual nasi sayur dan aneka minuman;Jebres;Ngoresan ;Kuliner;-7.5540463;110.8640757;;
Nasi Sayur Bu Tini;menjual aneka makanan dan minuman;Jebres;Petoran;Kuliner;-7.5639865;110.8477331;;
Zahra Peyek;membuat rempeyek dari kacang dan ikan asin;Jebres;Ngoresan;Kuliner;-7.554122;110.8618802;;
Toko Berkah Jaya;menjual aneka kebutuhan rumah tangga atau keperluan sehari hari atau barang kelontong;Jebres;Petoran;Lain-lain;-7.5639865;110.8477331;;
Warung Makan Ika;menjual nasi sayur dan aneka minuman dan disediakan tempat untuk makan di tempat;Jebres;Ngoresan;Kuliner;-7.5506298;110.8606141;;
Doken Collection;beli bhn kain batik textil ukur pola potong jahit kemas label jual;Pasar Kliwon;Sawahan Sangkrah;Fashion;-7.5802021;110.8413186;;
Gust Collection;beli bhn kain batik perca. ukur potong jahit  kemas jual ;Pasar Kliwon;Sawahan Sangkrah;Fashion;-7.5790468;110.8418011;;
Galeri Kecil Udin Nyleneh;bembuat desain menrt pesanan proses kirim ambil konsumen;Pasar Kliwon;Sawahan Sangkrah;Desain;-7.5790457;110.8418014;;
Dawet Jawa Bulek Budi;menjual dawet;Pasar Kliwon;Sawahan Rt 01 / Rw 10;Kuliner;-7.5795876;110.8394942;;
Wedangan;menjual makanan dan minuman;Pasar Kliwon;Sawahan Sangkrah Rt 05 / Rw 10;Kuliner;-7.5793672;110.8410859;;
Berkat Laundry;pakaian kotor;Pasar Kliwon;Sawahan Sangkrah;Lain-lain;-7.5790454;110.8418014;;
Dapur Bu Achees;menjual soto dan lauk pauk di warung;Pasar Kliwon;Sangkrah Rt 01 / Rw 01;Kuliner;-7.5755442;110.8382869;;
Prastel;membuat dan menjual prastel;Pasar Kliwon;Sangkrah Rt 01 / Rw 01;Kuliner;-7.5751051;110.8381112;;
Sayur Segar Mbak Merry;menjual aneka sayuran segar/bumbu dapur;Pasar Kliwon;Pasar Sangkrah;Lain-lain;-7.5752606;110.8359551;;
Nasi Bandeng/Lombok Ijo Mb Darsi;memasak nasi juga lauk(bandeng sambel/Lombok ijo)menyediakan sarapan nasi bungkus (pagi);Pasar Kliwon;Sangkrah Rt 2/6;Kuliner;-7.5765109;110.8368767;;
Sayur Matang / Latengan;mengolah berbagai masakan ;Pasar Kliwon;Sangkrah Rt 06 Rw 10;Kuliner;-7.57903;110.839105;;
Toko Kelontong;menjual aneka sembako dan gas elpiji melon;Banjarsari;Praon;Lain-lain;-7.547873;110.81512869444444;;
Ambon Cell;melayani pembelian pulsa reguler, kuota internet, pembayaran listrik dll dan servis handphone.;Banjarsari;Praon;Digital;-7.548060194444444;110.81748019444444;;
Arizona Laundry;jasa laundry;Banjarsari;Praon;Lain-lain;-7.547571777777778;110.81489769444444;;
Warung Kelontong Bu Suriptinah;menjual perlengkapan sehari-hari;Pasar Kliwon;Pasar Klewer Blok C 06;Lain-lain;-7.575483333333334;110.82655;;
Wedang Ronde;Menjual minuman;Pasar Kliwon;Pasar Klewer Lt.4 Kuliner;Kuliner;-7.575483333333334;110.82655;;
Alya Ramlan Collection;menjual pakaian;Pasar Kliwon;Pasar Klewer Blok E 37;Fashion;-7.575597222222222;110.82665833333333;;
Sembako Bu Suratinah;menjual makanan dan sembako;Laweyan;Panularan;Lain-lain;-7.5746431;110.8064061;;
Bengkel Motor;REPARASI SEPEDA MOTOR;Pasar Kliwon;Semanggi Rt 003 Rw 007;Lain-lain;-7.5850337;110.8354632;;
Kios Pakain Riyani;Menjual berbagai macam jenis pakaian dewasa dan anak anak;Jebres;Kios Pasar Rejosari Blok Aa 02;Fashion;-7.5630291;110.8382654;;
Kios Pakaian Devi;menjual berbagai macam jenis pakaian dewasa dan anak anak;Jebres;Kios Pasar Rejosari Blok Bb 06;Fashion;-7.5630557;110.8383044;;
Toko Kelontong Bu Sugiyarni;menjual aneka kebutuhan rumah tangga ( sembako );Banjarsari;Bibis Kulon ;Lain-lain;-7.5536585;110.8313744;;
Soto Ayam Bu Sum;menjual nasi soto;Pasar Kliwon;Pasar Klewer  J1 Lt 4;Kuliner;-7.575141666666667;110.82601944444444;;
Es Thegan;menjual kelapa muda;Pasar Kliwon;Gajahan;Kuliner;-7.582083333333333;110.82538055555555;;
Bakso Bakar Pak Yat;menjual bakso bakar;Pasar Kliwon;Gajahan;Kuliner;-7.580455555555556;110.82322777777777;;
Bakso Goreng Aluna;menjual makanan;Laweyan;Panularan;Kuliner;-7.4957129;110.8066037;;
Aneka Kue Basah Ibu Azizah;menjual aneka kue basah;Pasar Kliwon;Jln Untung Suropati 92;Kuliner;-7.5784337;110.8347452;;
Penjahit Inung;menjahit mukena;Pasar Kliwon;Gurawan ;Fashion;-7.5836004;110.8278615;;
Toko Kelontong Ida;menjual kebutuhan rumah tangga;Pasar Kliwon;Gurawan ;Lain-lain;-7.5830476;110.8289668;;
Ayam Bakar Agung Jaya;menjual ayam bakar;Pasar Kliwon;Joyosuran;Kuliner;-7.5843192;110.8278342;;
Sumsum Mila;menjual bubur tepung;Pasar Kliwon;Trunosuran;Kuliner;-7.5778613;110.8314493;;
Warung Pecel;menjual aneka masakan;Pasar Kliwon;Trunosuran;Kuliner;-7.5779008;110.8316418;;
Java Arloji;menjual arloji;Pasar Kliwon;Gurawan;Lain-lain;-7.5837962;110.8267004;;
Warung Mbah Min;menjual minuman dan chiki2 jajanan anak;Laweyan;Karangasem;Kuliner;-7.5522887;110.7822705;;
Warung Bakmi Palugunan;menjual masakan;Pasar Kliwon;Mertodranan ;Kuliner;-7.5776829;110.8338819;;
Kios Sembako Berkah;menjual kebutuhan pokok rumah tangga;Pasar Kliwon;Gurawan;Lain-lain;-7.5838889;110.8265981;;
Penjahit Bu Enggar;menjahit pakaian;Laweyan;Panularan ;Fashion;-7.5746864;110.8063867;;
Kios Bu Titik;menjual kebutuhan rumah tangga;Pasar Kliwon;Gurawan;Lain-lain;-7.5837108;110.826531;;
Penjahit Meita;membuat pakaian;Laweyan;Panularan;Fashion;-7.5746939;110.8063867;;
Yhant Reklame;membuat neon box, reklame, spanduk ;Pasar Kliwon;Kampungbaru ;Desain;-7.5715797;110.8282569;;
Kios Pakaian;Menjual berbagai jenis pakaian jadi dewasa ;Jebres;Kios Pasar Rejosari C.05;Fashion;-7.5630430833333335;110.8383255;;
Kios Plastik Dan Bahan Roti Bagus;menjual bahan roti;Pasar Kliwon;Gurawan ;Lain-lain;-7.583599;110.8263178;;
Kios Pakaian;Menjual berbagai macam pakaian ;Jebres;Kios Pasar Rejosari Blok C.02;Fashion;-7.563179944444444;110.83825683333333;;
Kelontong Saliyati;menjual bahan makanan pokok;Pasar Kliwon;Gurawan;Lain-lain;-7.5833885;110.8266227;;
Usaha Beras Pak Mulyoto;menjual beras;Pasar Kliwon;Gurawan;Lain-lain;-7.5835583;110.8267969;;
Jual Ayam Pak Anton;menjual ayam;Pasar Kliwon;Gurawan ;Lain-lain;-7.5835803;110.8266942;;
Kios Sayuran;menjual berbagai macam sayuran segar ;Jebres;Kios Pasar Rejosari Blok J.14;Lain-lain;-7.563206222222222;110.83825683333333;;
Toko Kelontong Bu Tun;jualan gula, gandum, mie, minyak, aneka jajanan ;Banjarsari;Bibis Kulon ;Lain-lain;-7.5540754;110.8312265;;
Warung Bu Amik;menjual keb sehari hari;Laweyan;Karangasem;Lain-lain;-7.5479705;110.7828627;;
Nasi Sayur Pak Jo;menjual nasi sayur;Laweyan;Selter Pdam;Kuliner;-7.5489202;110.7841721;;
Sate Kambing Pak Man;menjual sate kambing;Laweyan;Karangasem;Kuliner;-7.5501464;110.7834747;;
Wedangan Ngisor Tower;menjual wedangan/angkringan;Laweyan;Karangasem;Kuliner;-7.549043;110.780963;;
Toko Sembako Jaya;menjual sembako;Laweyan;Karangasem;Lain-lain;-7.5552987;110.7796701;;
Ayam Nakar Lestari;menjual ayam bakar;Laweyan;Karangasem ( Selter );Kuliner;-7.5478918;110.7828325;;
Es Degan Mbak Ika;menjual muniman es degan;Laweyan;Karangasem;Kuliner;-7.5477542;110.7828474;;
Warung Sayur Pak Dimin;menjual sayur dan sembako;Laweyan;Karangasem;Lain-lain;-7.5507417;110.7830979;;
Kost 27;kost kostan 15 kamar;Laweyan;Karangasem ;Lain-lain;-7.5499343;110.7812947;;
Toko Cyfro;menjual snack makanan kiloan;Laweyan;Karangasem;Kuliner;-7.5571321;110.7790737;;
Toko Obras Daliman;menjual alat untuk keperluan penjahit;Laweyan;Karangasem;Lain-lain;-7.5520799;110.779398;;
Fandi Yulianto;Warung Makan;Laweyan;Karangasem ;Kuliner;-7.5549599;110.7814185;;
Usaha Sambel Mbak Yuli;Membuat sambal dirumah;Pasar Kliwon;Mojo;Kuliner;-7.5886753;110.8301903;;
Tailor Hartini;menjahit pakaian dirumah;Pasar Kliwon;Mojo;Fashion;-7.5886804;110.8301898;;
Nasi Bungkus Mbak Lanjar;Membuat nasi bungkus dirumah;Pasar Kliwon;Mojo;Kuliner;-7.5894847;110.8394593;;
Kue Leker;tepung telor air di cmpur .meses pisang air untuk isinya dimasak dengan mangkuk tanah jual;Pasar Kliwon;Sawahan Sangkrah;Kuliner;-7.5790454;110.8418027;;
Bubur Jagung Bang Zanky;Menjual Bubur Jagung;Pasar Kliwon;Sangkrah Rt 06 Rw 10;Kuliner;-7.5790782;110.8397098;;
Warung Wedangan Totok; menjual nasi dan lain lain;Pasar Kliwon;Sawahan Rt 02 / Rw 10;Kuliner;-7.58049;110.8417717;;
Sablon (Priting )Batik;beli bhn baku kain polos putih textil .terima pesanan sesuai permintaan bikin plankan  motif sablon jemur cuci setor;Pasar Kliwon;Sawahan Sangkrah;Desain;-7.5790473;110.841801;;
Warung Sayur;beli bhn sayur  mayur tahu tempe ikan telur dsb olah masak sajikan jual ;Pasar Kliwon;Sawahan Sangkrah;Kuliner;-7.5790453;110.8418011;;
Mbak Nur Widiyati(Grosir Snack);menjual grosir aneka Snack(chiki);Pasar Kliwon;Pasar Sangkrah;Kuliner;-7.5752667;110.8359383;;
Acc Teknik;jasa servis;Banjarsari;Pasar Bangunharjo;Lain-lain;-7.558435;110.8027622;;
Warung Bu Minuk;menjual aneka makanan;Banjarsari;Kios Terminal Tirtonadi;Kuliner;-7.551782701747304;110.81857362800359;;
Rm Mbak Yani;menjual aneka makanan;Banjarsari;Kios Terminal Tirtonadi;Kuliner;-7.5517852581125;110.81857286898577;;
Wm Bu Budi;menjual makanan;Banjarsari;Kios Terminal Tirtonadi;Kuliner;-7.551786816755589;110.81857722107812;;
Warung Makan Dan Oleh Oleh Pak Tejo;menjual aneka makanan dan oleh oleh;Banjarsari;Kios Terminal Tirtonadi;Kuliner;-7.551786816755589;110.81857722107812;;
Kios Pak Nur;menjual aneka busana;Banjarsari;Kios Terminal Tirtonadi;Fashion;-7.551786816755589;110.81857722107812;;
Kios Prasojo;menjual aneka barang kebutuha;Banjarsari;Kios Terminal Tirtonadi;Lain-lain;-7.551786816755589;110.81857722107812;;
Oleh Oleh Pak Tejo;menjual barang oleh oleh;Banjarsari;Kios Terminal Tirtonadi;Lain-lain;-7.551786816755589;110.81857722107812;;
Sinden;menjual aneka barang;Banjarsari;Kios Terminal Tirtonadi;Lain-lain;-7.551786816755589;110.81857722107812;;
Embong Game Store Souvenir;menjual aneka souvenir;Banjarsari;Kios Terminal Tirtonadi;Lain-lain;-7.551784976481247;110.81858036096511;;
Warung Mbk Ifah;menjual aneka kebutuhan;Banjarsari;Kios Terminal Tirtonadi;Lain-lain;-7.551784976481247;110.81858036096511;;
Toko Ifah;menjual oleh oleh;Banjarsari;Kios Terminal Tirtonadi;Kuliner;-7.551784976481247;110.81858036096511;;
Toko Roti Karti;menjual aneka roti;Banjarsari;Kios Terminal Tirtonadi;Kuliner;-7.551787859235725;110.81858883013894;;
Toko Oleh Oleh Bu Mul;menjual aneka oleh oleh;Banjarsari;Kios Terminal Tirtonadi;Kuliner;-7.551787650987616;110.81858842824094;;
Warno Cell;menjual pulsa;Banjarsari;Kios Terminal Tirtonadi;Digital;-7.551782311783596;110.81858254628058;;
Toko Klontong Bu Nik;menjual kebutuhan rumah tangga;Banjarsari;Kios Terminal Tirtonadi;Lain-lain;-7.551782311783596;110.81858254628058;;
Kue Serabi;menjual serabi;Pasar Kliwon;Lojiwetan;Kuliner;-7.572655;110.8298069;;
Es Dawet;menjual es dawet;Pasar Kliwon;Jl.Mayor Sunaryo;Kuliner;-7.5727268;110.8299493;;
Aris Nuyadi;menjual kue krepes;Pasar Kliwon;Lojiwetan;Kuliner;-7.5728206;110.8298169;;
Warung Klontong Dafa;menjual gas, rokok, bensin;Pasar Kliwon;Kedunglumbu;Lain-lain;-7.5770581;110.8362735;;
Toko Kelontong Bu Wiyati;menjual sembako dirumah;Pasar Kliwon;Mojo;Lain-lain;-7.5887558;110.8301553;;
Tahu Kupat;beli bahan tahu  sayuran  kupat dst dasarkan ;Pasar Kliwon;Sawahan Sangkrah;Kuliner;-7.57973;110.8416653;;
Wedangan Mas Gendon;menjual nasi gorengan dan es didepan rumah;Pasar Kliwon;Bangunan Khusus Usaha;Kuliner;-7.5866709;110.8312545;;
Penjahit Rahab;menjahit pakaian ;Pasar Kliwon;Kampungbaru ;Fashion;-7.5694029;110.8264687;;
Ice Cream Bu Tini;menjual ice cream;Laweyan;Panularan;Kuliner;-7.5746647;110.8063629;;
Sayuran Bu Sri;menjual sayuran  segar;Laweyan;Panularan;Lain-lain;-7.5745523;110.8064583;;
Warung Makan Utami;menjual nasi goreng,nasi kikil mercon,nasi ayam dan minuman;Banjarsari;Cinderejo Kidul;Kuliner;-7.5548861;110.8247363;;
Slamet Bandeng;menjual ikan bandeng;Laweyan;Panularan;Lain-lain;-7.5746778;110.8063712;;
Jeruk Manis Sarohni;"menjual buah""an";Laweyan;Panularan;Lain-lain;-7.5746639;110.8064386;;
Ayam Potong Yasmin;menjual bahan makanan;Laweyan;Panularan;Lain-lain;-7.4956859;110.8064756;;
Soto Bu Rejeb;menjual nasi  lauk dan soto;Laweyan;Panularan;Kuliner;-7.574425;110.805801;;
Sayuran Segar Bu Yatmi;wortel, tomat, kol ;Laweyan;Panularan;Lain-lain;-7.5746945;110.8063728;;
Timlo Kangen;menjual makanan;Laweyan;Panularan;Kuliner;-7.5746424;110.8063512;;
Jeruk Manis;menjual buah;Laweyan;Panularan;Lain-lain;-7.495597;110.8066593;;
Dapoer Oemi;menjual makanan;Laweyan;Penularan;Kuliner;-7.4956919;110.8067523;;
Bumbon Bu Ngatini;menjual bahan makanan;Laweyan;Panularan;Lain-lain;-7.574648;110.8063468;;
Tempe Buntal Bu Muryati;menjual bahan makanan;Laweyan;Penularan;Kuliner;-7.5746451;110.8063546;;
Jual Sate Ayam;menjual makanan;Laweyan;Panularan;Kuliner;-7.5746281;110.8063647;;
Nasi Sayur;menjual makanan;Laweyan;Panularan;Kuliner;-7.4956621;110.8067078;;
Bumbu Bu Sarni;menjual bahan makanan;Laweyan;Panularan;Lain-lain;-7.4956621;110.8067078;;
Jual Perabotan Gerabah Sapu;menjual perabotan rumah tangga;Laweyan;Panularan;Lain-lain;-7.5746392;110.8063519;;
Daun Pisang Pak Dalwan;menjual pembungkus makanan;Laweyan;Panularan;Lain-lain;-7.5746392;110.8063519;;
Bandeng Bu Harti;menjual ikan;Laweyan;Panularan;Lain-lain;-7.4956456;110.8067318;;
Krupuk Putih;menjual makanan;Laweyan;Panularan;Kuliner;-7.4956209;110.8066671;;
Perabotan Plastik Bu Sumiyati;menjual perabotan rumah tangga;Laweyan;Panularan;Lain-lain;-7.574648;110.8063468;;
Kios Perabotan Plastik;menjual perabotan plastik;Laweyan;Panularan;Lain-lain;-7.5746558;110.8063382;;
Sembako Sanyani;menjual bahan makanan;Laweyan;Panularan;Lain-lain;-7.5746149;110.8063323;;
Wedangan Atin;menjual minuman;Laweyan;Panularan;Kuliner;-7.4959242;110.80659;;
Kios Buah Madiyani;menjual buah;Laweyan;Panularan;Lain-lain;-7.5746227;110.8064717;;
Tenongan Bu Sis;menjual makanan;Laweyan;Panularan;Kuliner;-7.5747005;110.8063873;;
Jual Pisang Bu Sutini;menjual pisang;Laweyan;Panularan;Lain-lain;-7.5746418;110.8063536;;
Kios Telur Joko;menjual telur;Laweyan;Panularan;Lain-lain;-7.5747342;110.8063575;;
Bandeng Lasmini;Menjual ikan ;Laweyan;Panularan;Lain-lain;-7.4955988;110.8065742;;
Perabotan Plastik Rosana;menjual perabotan;Laweyan;Panularan;Lain-lain;-7.5746383;110.8063507;;
Bumbu Rempah Parinem;menjual rempah rempah;Laweyan;Panularan;Lain-lain;-7.5746454;110.80635;;
Latengan Bu Saikem;menjual makanan;Laweyan;Panularan;Kuliner;-7.574641;110.8063464;;
Sayur Sri Wahyuni;menjual sayuran;Laweyan;Panularan;Lain-lain;-7.4957691;110.8066596;;
Sayuran Segar Bpini;menjual sayuran;Laweyan;Panularan;Lain-lain;-7.5043762;110.7998632;;
Supri Sembako;menjual sembako;Laweyan;Panularan;Lain-lain;-7.5746646;110.8063408;;
Es Dawet Kadipolo;menjual minuman;Laweyan;Panularan;Kuliner;-7.5746439;110.8063509;;
Kios Buah Suwarni;menjual buah;Laweyan;Panularan;Lain-lain;-7.5746036;110.8063326;;
Tenongan Bu Sarni;menjual makanan;Laweyan;Panularan;Kuliner;-7.5746207;110.8063396;;
Kelontong Risbani;menjual kebutuhan masak;Laweyan;Panularan;Lain-lain;-7.5745756;110.8063751;;
Mandakaliving Lilin Aromaterapi;menjual lilin;Laweyan;Panularan;Lain-lain;-7.5746986;110.8063684;;
Tenongan Nopin;menjual makanan;Laweyan;Panularan;Kuliner;-7.574735;110.8064067;;
Kios Bu Sumi;menjual sembako;Laweyan;Panularan;Lain-lain;-7.5746557;110.8063609;;
Toko Sembako Untung;menjual sembako;Laweyan;Panularan;Lain-lain;-7.5746424;110.8063512;;
Toko Supoyo Kelontong;menjual gula;Laweyan;Panularan;Lain-lain;-7.5746495;110.8063565;;
Sembako Bu Mulyani;menjual sembako;Laweyan;Panularan;Lain-lain;-7.5748084;110.8064202;;
Kios Plastik Katino;menjual bermacam macam plastik;Laweyan;Panularan;Lain-lain;-7.5747343;110.8063905;;
Kelontong Bu Sri;menjual sembako;Laweyan;Panularan;Lain-lain;-7.5746611;110.8063668;;
Toko Avara;menjual kebutuhan masak;Laweyan;Panularan;Lain-lain;-7.5744847;110.8064179;;
Bandeng Yanto;menjual ikan bandeng dan tongkol;Laweyan;Panularan;Lain-lain;-7.5746322;110.8063765;;
Penjahit Ria;menjahit pakaian ;Laweyan;Panularan;Fashion;-7.5747096;110.8063707;;
Kios Telur Maria;menjual telur;Laweyan;Panularan;Lain-lain;-7.4956686;110.8066325;;
Kios Agus Plastik;menjual plastik;Laweyan;Panularan;Lain-lain;-7.4956632;110.8067026;;
Kios Buah Sayem;menjual buah;Laweyan;Panularan;Lain-lain;-7.4956816;110.8066277;;
Jual Gas Mbak Juni;menjual gas;Pasar Kliwon;Joyosudiran ;Lain-lain;-7.5837997;110.8308209;;
Toko Kelontong Suparti;menjual kebutuhan sehari hari;Pasar Kliwon;Joyosudiran ;Lain-lain;-7.5839399;110.8307218;;
